0.0332 	 0.1324
0.0333 	 0.0870
0.0335 	 0.0069
0.0336 	 0.0093
0.0337 	 0.0255
0.0339 	 -0.0580
0.0340 	 -0.1628
0.0341 	 -0.0968
0.0342 	 0.1288
0.0344 	 0.2252
0.0345 	 -0.0008
0.0346 	 -0.2509
0.0348 	 0.0859
0.0349 	 1.2220
0.0350 	 2.5545
0.0352 	 3.2010
0.0353 	 2.9636
0.0354 	 2.4986
0.0355 	 2.4260
0.0357 	 2.5716
0.0358 	 2.3583
0.0359 	 1.7058
0.0361 	 1.1198
0.0362 	 0.9504
0.0363 	 1.0031
0.0365 	 0.9768
0.0366 	 0.8884
0.0367 	 0.8642
0.0368 	 0.8285
0.0370 	 0.6718
0.0371 	 0.5142
0.0372 	 0.5262
0.0374 	 0.6320
0.0375 	 0.6464
0.0376 	 0.5839
0.0378 	 0.5750
0.0379 	 0.5745
0.0380 	 0.4299
0.0382 	 0.1879
0.0383 	 0.0558
0.0384 	 0.0697
0.0385 	 0.0693
0.0387 	 0.0089
0.0388 	 0.0212
0.0389 	 0.1236
0.0391 	 0.1350
0.0392 	 -0.0167
0.0393 	 -0.1478
0.0395 	 -0.1094
0.0396 	 -0.0082
0.0397 	 0.0124
0.0398 	 0.0103
0.0400 	 0.0839
0.0401 	 0.1440
0.0402 	 0.0585
0.0404 	 -0.0958
0.0405 	 -0.1399
0.0406 	 -0.0705
0.0408 	 -0.0228
0.0409 	 -0.0173
0.0410 	 0.0403
0.0411 	 0.1301
0.0413 	 0.1106
0.0414 	 -0.0333
0.0415 	 -0.1324
0.0417 	 -0.0870
0.0418 	 -0.0069
0.0419 	 -0.0093
0.0421 	 -0.0255
0.0422 	 0.0580
0.0423 	 0.1628
0.0424 	 0.0968
0.0426 	 -0.1288
0.0427 	 -0.2252
0.0428 	 0.0008
0.0430 	 0.2509
0.0431 	 -0.0859
0.0432 	 -1.2220
0.0434 	 -2.5545
0.0435 	 -3.2010
0.0436 	 -2.9636
0.0438 	 -2.4986
0.0439 	 -2.4260
0.0440 	 -2.5716
0.0441 	 -2.3583
0.0443 	 -1.7058
0.0444 	 -1.1198
0.0445 	 -0.9504
0.0447 	 -1.0031
0.0448 	 -0.9768
0.0449 	 -0.8884
0.0451 	 -0.8642
0.0452 	 -0.8285
0.0453 	 -0.6718
0.0454 	 -0.5142
0.0456 	 -0.5262
0.0457 	 -0.6320
0.0458 	 -0.6464
0.0460 	 -0.5839
0.0461 	 -0.5750
0.0462 	 -0.5745
0.0464 	 -0.4299
0.0465 	 -0.1879
0.0466 	 -0.0558
0.0467 	 -0.0697
0.0469 	 -0.0693
0.0470 	 -0.0089
0.0471 	 -0.0212
0.0473 	 -0.1236
0.0474 	 -0.1350
0.0475 	 0.0167
0.0477 	 0.1478
0.0478 	 0.1094
0.0479 	 0.0082
0.0480 	 -0.0124
0.0482 	 -0.0103
0.0483 	 -0.0839
0.0484 	 -0.1440
0.0486 	 -0.0585
0.0487 	 0.0958
0.0488 	 0.1399
0.0490 	 0.0705
0.0491 	 0.0228
0.0492 	 0.0173
0.0493 	 -0.0403
0.0495 	 -0.1301
0.0496 	 -0.1106
0.0497 	 0.0333
0.0499 	 0.1324
0.0500 	 0.0870
